time;H2tank fill;O2tankfill;H2tank temp;O2 tank temp;H2tankpressure;O2tank pressure;H2valve temp;O2valve temp;H2valve pressure;O2valve pressure;TurbineTemp;TurbinePressure
320;15;15;267;254;5;5;202;252;1,66666666666667;1,66666666666667;267;12
321;15;15;256;234;5;5;265;258;1,66666666666667;1,66666666666667;286;16
322;15;15;269;241;5;5;266;233;1,66666666666667;1,66666666666667;300;20
323;15;15;266;268;5;5;293;231;1,66666666666667;1,66666666666667;201;29
324;15;15;282;267;5;5;260;275;1,66666666666667;1,66666666666667;299;22
325;15;15;266;281;5;5;229;226;1,66666666666667;1,66666666666667;255;15
326;15;15;289;221;5;5;207;217;1,66666666666667;1,66666666666667;248;23
327;15;15;244;236;5;5;284;252;1,66666666666667;1,66666666666667;253;16
328;15;15;214;298;5;5;268;299;1,66666666666667;1,66666666666667;249;14
329;15;15;230;264;5;5;217;298;1,66666666666667;1,66666666666667;263;24
330;15;15;218;294;5;5;231;235;1,66666666666667;1,66666666666667;291;29
331;15;15;202;209;5;5;287;233;1,66666666666667;1,66666666666667;245;26
332;15;15;227;247;5;5;288;214;1,66666666666667;1,66666666666667;281;16
333;15;15;293;207;5;5;279;280;1,66666666666667;1,66666666666667;222;22
334;15;15;211;214;5;5;267;291;1,66666666666667;1,66666666666667;295;28
335;15;15;250;205;5;5;204;217;1,66666666666667;1,66666666666667;297;30
336;15;15;206;246;5;5;204;210;1,66666666666667;1,66666666666667;264;10
337;15;15;208;270;5;5;247;213;1,66666666666667;1,66666666666667;281;12
338;15;15;213;290;5;5;281;260;1,66666666666667;1,66666666666667;202;22
339;15;15;271;216;5;5;250;251;1,66666666666667;1,66666666666667;276;21
340;15;15;211;247;5;5;269;262;1,66666666666667;1,66666666666667;298;19
341;15;15;214;209;5;5;292;283;1,66666666666667;1,66666666666667;271;28
342;15;15;227;286;5;5;299;218;1,66666666666667;1,66666666666667;269;24
343;15;15;207;296;5;5;255;205;1,66666666666667;1,66666666666667;214;14
344;15;15;275;222;5;5;219;230;1,66666666666667;1,66666666666667;228;17
345;15;15;253;202;5;5;256;273;1,66666666666667;1,66666666666667;232;27
346;15;15;206;286;5;5;287;263;1,66666666666667;1,66666666666667;259;14
347;15;15;247;266;5;5;205;233;1,66666666666667;1,66666666666667;228;23
348;15;15;253;275;5;5;229;258;1,66666666666667;1,66666666666667;208;22
349;15;15;221;261;5;5;232;250;1,66666666666667;1,66666666666667;218;18
350;15;15;207;240;5;5;201;240;1,66666666666667;1,66666666666667;291;14
351;15;15;281;298;5;5;260;283;1,66666666666667;1,66666666666667;238;20
352;15;15;202;218;5;5;248;263;1,66666666666667;1,66666666666667;200;28
353;15;15;213;203;5;5;204;262;1,66666666666667;1,66666666666667;267;11
354;15;15;248;280;5;5;209;253;1,66666666666667;1,66666666666667;241;25
355;15;15;259;290;5;5;255;268;1,66666666666667;1,66666666666667;243;30
356;15;15;244;201;5;5;287;300;1,66666666666667;1,66666666666667;270;16
357;15;15;297;214;5;5;231;283;1,66666666666667;1,66666666666667;213;10
358;15;15;211;209;5;5;214;243;1,66666666666667;1,66666666666667;293;15
359;15;15;243;204;5;5;238;258;1,66666666666667;1,66666666666667;247;16
360;15;15;287;291;5;5;234;224;1,66666666666667;1,66666666666667;248;26
361;15;15;254;235;5;5;271;288;1,66666666666667;1,66666666666667;259;14
362;15;15;269;213;5;5;254;240;1,66666666666667;1,66666666666667;201;12
363;15;15;259;270;5;5;226;213;1,66666666666667;1,66666666666667;209;15
364;15;15;226;269;5;5;298;253;1,66666666666667;1,66666666666667;282;11
365;15;15;281;208;5;5;276;278;1,66666666666667;1,66666666666667;262;21
366;15;15;285;242;5;5;266;260;1,66666666666667;1,66666666666667;220;15
367;15;15;217;205;5;5;270;283;1,66666666666667;1,66666666666667;266;28
368;15;15;210;283;5;5;295;280;1,66666666666667;1,66666666666667;266;22
369;15;15;269;276;5;5;243;264;1,66666666666667;1,66666666666667;255;11
370;15;15;224;224;5;5;285;268;1,66666666666667;1,66666666666667;288;18
371;15;15;277;212;5;5;264;262;1,66666666666667;1,66666666666667;281;20
372;15;15;202;258;5;5;265;266;1,66666666666667;1,66666666666667;220;19
373;15;15;218;222;5;5;203;284;1,66666666666667;1,66666666666667;289;14
374;15;15;229;206;5;5;246;232;1,66666666666667;1,66666666666667;290;17
375;15;15;256;218;5;5;241;201;1,66666666666667;1,66666666666667;251;16
376;15;15;235;207;5;5;249;276;1,66666666666667;1,66666666666667;208;10
377;15;15;206;244;5;5;207;256;1,66666666666667;1,66666666666667;220;13
378;15;15;257;227;5;5;260;264;1,66666666666667;1,66666666666667;284;26
379;15;15;281;240;5;5;207;240;1,66666666666667;1,66666666666667;204;29
380;15;15;220;285;5;5;230;228;1,66666666666667;1,66666666666667;225;17
381;15;15;218;246;5;5;219;249;1,66666666666667;1,66666666666667;274;19
382;15;15;284;293;5;5;291;203;1,66666666666667;1,66666666666667;241;23
383;15;15;249;225;5;5;257;239;1,66666666666667;1,66666666666667;229;30
384;15;15;203;278;5;5;223;261;1,66666666666667;1,66666666666667;217;20
385;15;15;258;221;5;5;230;281;1,66666666666667;1,66666666666667;282;19
386;15;15;233;239;5;5;268;263;1,66666666666667;1,66666666666667;220;20
387;15;15;210;254;5;5;289;278;1,66666666666667;1,66666666666667;217;12
388;15;15;227;227;5;5;264;216;1,66666666666667;1,66666666666667;205;26
389;15;15;226;232;5;5;207;291;1,66666666666667;1,66666666666667;249;12
390;15;15;271;276;5;5;245;279;1,66666666666667;1,66666666666667;266;29
391;15;15;291;236;5;5;270;236;1,66666666666667;1,66666666666667;215;17
392;15;15;230;206;5;5;272;200;1,66666666666667;1,66666666666667;242;28
393;15;15;236;273;5;5;293;208;1,66666666666667;1,66666666666667;273;17
394;15;15;296;209;5;5;208;289;1,66666666666667;1,66666666666667;217;27
395;15;15;223;213;5;5;291;231;1,66666666666667;1,66666666666667;201;11
396;15;15;212;225;5;5;221;203;1,66666666666667;1,66666666666667;256;14
397;15;15;211;269;5;5;248;233;1,66666666666667;1,66666666666667;272;10
398;15;15;256;284;5;5;273;203;1,66666666666667;1,66666666666667;216;19
399;15;15;207;272;5;5;229;281;1,66666666666667;1,66666666666667;276;19
400;15;15;225;283;5;5;218;255;1,66666666666667;1,66666666666667;263;29
401;15;15;200;289;5;5;276;218;1,66666666666667;1,66666666666667;244;18
402;15;15;211;244;5;5;228;288;1,66666666666667;1,66666666666667;263;25
403;15;15;227;274;5;5;216;255;1,66666666666667;1,66666666666667;262;26
404;15;15;227;289;5;5;253;243;1,66666666666667;1,66666666666667;244;12
405;15;15;221;271;5;5;202;274;1,66666666666667;1,66666666666667;214;19
406;15;15;289;236;5;5;217;292;1,66666666666667;1,66666666666667;210;16
407;15;15;238;299;5;5;268;256;1,66666666666667;1,66666666666667;290;26
408;15;15;288;228;5;5;276;255;1,66666666666667;1,66666666666667;284;23
409;15;15;232;271;5;5;294;208;1,66666666666667;1,66666666666667;225;26
410;15;15;275;258;5;5;248;269;1,66666666666667;1,66666666666667;266;25
411;15;15;246;241;5;5;230;294;1,66666666666667;1,66666666666667;209;30
412;15;15;266;255;5;5;237;297;1,66666666666667;1,66666666666667;248;19
413;15;15;293;213;5;5;200;229;1,66666666666667;1,66666666666667;210;20
414;15;15;276;202;5;5;263;277;1,66666666666667;1,66666666666667;232;25
415;15;15;225;207;5;5;275;288;1,66666666666667;1,66666666666667;284;11
416;15;15;260;208;5;5;214;235;1,66666666666667;1,66666666666667;296;30
417;15;15;242;256;5;5;206;256;1,66666666666667;1,66666666666667;292;10
418;15;15;253;233;5;5;258;259;1,66666666666667;1,66666666666667;289;20
419;15;15;261;242;5;5;283;219;1,66666666666667;1,66666666666667;201;24
420;15;15;269;263;5;5;213;251;1,66666666666667;1,66666666666667;282;13
421;15;15;222;251;5;5;278;236;1,66666666666667;1,66666666666667;201;22
422;15;15;251;224;5;5;210;228;1,66666666666667;1,66666666666667;260;12
423;15;15;288;210;5;5;235;298;1,66666666666667;1,66666666666667;238;29
424;15;15;208;225;5;5;205;244;1,66666666666667;1,66666666666667;222;19
425;15;15;239;231;5;5;269;244;1,66666666666667;1,66666666666667;276;29
426;15;15;288;215;5;5;223;256;1,66666666666667;1,66666666666667;260;30
427;15;15;248;247;5;5;213;271;1,66666666666667;1,66666666666667;203;25
428;15;15;269;251;5;5;221;283;1,66666666666667;1,66666666666667;222;15
429;15;15;257;292;5;5;276;278;1,66666666666667;1,66666666666667;275;30
430;15;15;201;231;5;5;290;278;1,66666666666667;1,66666666666667;208;23
431;15;15;276;210;5;5;295;265;1,66666666666667;1,66666666666667;289;10
432;15;15;229;264;5;5;213;223;1,66666666666667;1,66666666666667;229;10
433;15;15;226;258;5;5;266;239;1,66666666666667;1,66666666666667;282;29
434;15;15;241;207;5;5;253;206;1,66666666666667;1,66666666666667;247;17
435;15;15;201;288;5;5;242;255;1,66666666666667;1,66666666666667;295;28
436;15;15;290;297;5;5;278;232;1,66666666666667;1,66666666666667;252;25
437;15;15;221;242;5;5;269;300;1,66666666666667;1,66666666666667;274;14
438;15;15;271;296;5;5;262;240;1,66666666666667;1,66666666666667;295;17
439;15;15;260;266;5;5;231;222;1,66666666666667;1,66666666666667;205;15
440;15;15;259;266;5;5;292;290;1,66666666666667;1,66666666666667;289;30
441;15;15;215;247;5;5;263;207;1,66666666666667;1,66666666666667;236;20
442;15;15;204;252;5;5;298;267;1,66666666666667;1,66666666666667;259;17
443;15;15;218;264;5;5;287;216;1,66666666666667;1,66666666666667;230;19
444;15;15;251;248;5;5;209;237;1,66666666666667;1,66666666666667;264;18
445;15;15;284;215;5;5;289;294;1,66666666666667;1,66666666666667;252;21
446;15;15;233;236;5;5;268;221;1,66666666666667;1,66666666666667;229;14
447;15;15;275;263;5;5;256;242;1,66666666666667;1,66666666666667;285;27
448;15;15;262;259;5;5;248;217;1,66666666666667;1,66666666666667;200;16
449;15;15;202;262;5;5;291;250;1,66666666666667;1,66666666666667;280;29
450;15;15;282;282;5;5;253;273;1,66666666666667;1,66666666666667;232;16
451;15;15;263;214;5;5;214;216;1,66666666666667;1,66666666666667;287;19
452;15;15;249;250;5;5;261;263;1,66666666666667;1,66666666666667;266;19
453;15;15;210;214;5;5;298;271;1,66666666666667;1,66666666666667;278;23
454;15;15;218;288;5;5;278;215;1,66666666666667;1,66666666666667;259;21
455;15;15;279;277;5;5;243;256;1,66666666666667;1,66666666666667;293;10
456;15;15;212;271;5;5;279;255;1,66666666666667;1,66666666666667;227;24
457;15;15;257;239;5;5;242;236;1,66666666666667;1,66666666666667;295;24
458;15;15;207;252;5;5;208;249;1,66666666666667;1,66666666666667;289;10
459;15;15;218;296;5;5;256;227;1,66666666666667;1,66666666666667;245;19
460;15;15;231;263;5;5;239;287;1,66666666666667;1,66666666666667;291;27
461;15;15;231;221;5;5;247;271;1,66666666666667;1,66666666666667;208;18
462;15;15;255;239;5;5;260;202;1,66666666666667;1,66666666666667;210;24
463;15;15;240;265;5;5;208;200;1,66666666666667;1,66666666666667;267;13
464;15;15;269;206;5;5;283;277;1,66666666666667;1,66666666666667;206;20
465;15;15;295;276;5;5;256;277;1,66666666666667;1,66666666666667;252;23
466;15;15;226;246;5;5;238;283;1,66666666666667;1,66666666666667;223;28
467;15;15;245;249;5;5;236;284;1,66666666666667;1,66666666666667;231;22
468;15;15;274;277;5;5;209;209;1,66666666666667;1,66666666666667;260;18
469;15;15;270;233;5;5;217;279;1,66666666666667;1,66666666666667;243;26
470;15;15;219;212;5;5;211;236;1,66666666666667;1,66666666666667;291;21
471;15;15;214;210;5;5;267;225;1,66666666666667;1,66666666666667;247;22
472;15;15;279;261;5;5;268;246;1,66666666666667;1,66666666666667;286;13
473;15;15;203;265;5;5;276;272;1,66666666666667;1,66666666666667;211;22
474;15;15;287;214;5;5;227;262;1,66666666666667;1,66666666666667;287;17
475;15;15;224;273;5;5;252;251;1,66666666666667;1,66666666666667;235;18
476;15;15;289;259;5;5;211;241;1,66666666666667;1,66666666666667;209;19
477;15;15;280;299;5;5;204;291;1,66666666666667;1,66666666666667;239;13
478;15;15;237;218;5;5;212;241;1,66666666666667;1,66666666666667;209;20
479;15;15;256;246;5;5;271;269;1,66666666666667;1,66666666666667;288;26
480;15;15;220;244;5;5;226;292;1,66666666666667;1,66666666666667;212;12
481;15;15;272;233;5;5;258;299;1,66666666666667;1,66666666666667;224;24
482;15;15;212;297;5;5;203;271;1,66666666666667;1,66666666666667;295;15
483;15;15;241;206;5;5;224;244;1,66666666666667;1,66666666666667;278;13
484;15;15;273;218;5;5;225;298;1,66666666666667;1,66666666666667;263;10
485;15;15;216;235;5;5;221;242;1,66666666666667;1,66666666666667;232;27
486;15;15;244;248;5;5;219;266;1,66666666666667;1,66666666666667;290;20
487;15;15;249;234;5;5;300;269;1,66666666666667;1,66666666666667;200;28
488;15;15;220;249;5;5;224;220;1,66666666666667;1,66666666666667;217;15
489;15;15;209;237;5;5;274;234;1,66666666666667;1,66666666666667;257;29
490;15;15;259;267;5;5;229;232;1,66666666666667;1,66666666666667;201;28
491;15;15;224;260;5;5;253;253;1,66666666666667;1,66666666666667;293;21
492;15;15;239;216;5;5;215;293;1,66666666666667;1,66666666666667;270;11
493;15;15;247;208;5;5;224;262;1,66666666666667;1,66666666666667;201;29
494;15;15;270;248;5;5;201;294;1,66666666666667;1,66666666666667;210;10
495;15;15;287;281;5;5;251;289;1,66666666666667;1,66666666666667;274;22
496;15;15;292;261;5;5;242;243;1,66666666666667;1,66666666666667;250;13
497;15;15;204;242;5;5;277;247;1,66666666666667;1,66666666666667;285;15
498;15;15;263;290;5;5;269;240;1,66666666666667;1,66666666666667;236;21
499;15;15;268;300;5;5;243;236;1,66666666666667;1,66666666666667;240;26
500;15;15;290;207;5;5;279;232;1,66666666666667;1,66666666666667;243;13
